#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABBL123","SAMN04145738","PRJNA297777","GCA_001416075.1","Contig",3.82895,39.3,,"LLHT01",697,3608,"2015-10-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/416/075/GCA_001416075.1_ASM141607v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/416/075/GCF_001416075.1_ASM141607v1"
"Acinetobacter baumannii AB056","Bacteria;Proteobacteria;Gammaproteobacteria","AB056","SAMN02469414","PRJNA43427","GCA_000177695.1","Contig",3.84425,39.1,,"ADGZ01",959,3657,"2010-01-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/695/GCA_000177695.1_ASM17769v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/695/GCF_000177695.1_ASM17769v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","LIM3756","SAMN04549249","PRJNA301792","GCA_001758165.1","Contig",3.89234,39.5,,"MANR01",609,3641,"2016-10-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/758/165/GCA_001758165.1_ASM175816v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/758/165/GCF_001758165.1_ASM175816v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB363","SAMN04924787","PRJNA320195","GCA_002212225.1","Contig",3.84266,39.3,,"LYNM01",466,3646,"2017-06-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/225/GCA_002212225.1_ASM221222v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/212/225/GCF_002212225.1_ASM221222v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Abau441","SAMN07514511","PRJNA398639","GCA_014334885.1","Scaffold",3.76167,39.4,,"NRIF01",571,3477,"2020-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/334/885/GCA_014334885.1_ASM1433488v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/334/885/GCF_014334885.1_ASM1433488v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Abau218","SAMN07514507","PRJNA398639","GCA_014334975.1","Contig",3.89555,39.3,,"NRIJ01",866,3680,"2020-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/334/975/GCA_014334975.1_ASM1433497v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/334/975/GCF_014334975.1_ASM1433497v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP 2923","SAMN18395641","PRJNA714510","GCA_017600535.1","Contig",3.83142,39.1,,"JAGFTN01",501,3845,"2021-03-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/600/535/GCA_017600535.1_ASM1760053v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/600/535/GCF_017600535.1_ASM1760053v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Ab49_GEIH-2010","SAMN06100271","PRJNA308422","GCA_001950165.1","Scaffold",3.86304,39.4,,"MSMM01",626,3654,"2017-01-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/950/165/GCA_001950165.1_ASM195016v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/950/165/GCF_001950165.1_ASM195016v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","502","SAMN06446009","PRJNA301792","GCA_002018965.1","Contig",3.74908,39.5,,"MWPL01",585,3435,"2017-03-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/018/965/GCA_002018965.1_ASM201896v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/018/965/GCF_002018965.1_ASM201896v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","LIM1049","SAMN04549237","PRJNA301792","GCA_001649765.1","Contig",4.01341,39.2,,"LUVG01",646,3713,"2016-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/649/765/GCA_001649765.1_ASM164976v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/649/765/GCF_001649765.1_ASM164976v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABOB06_a","SAMN04145768","PRJNA297777","GCA_001416395.1","Contig",3.93489,39.2,,"LLIX01",732,3699,"2015-10-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/416/395/GCA_001416395.1_ASM141639v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/416/395/GCF_001416395.1_ASM141639v1"
"Acinetobacter baumannii AB059","Bacteria;Proteobacteria;Gammaproteobacteria","AB059","SAMN02469412","PRJNA43431","GCA_000177735.1","Contig",3.90942,39.2,,"ADHB01",1062,3744,"2010-01-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/735/GCA_000177735.1_ASM17773v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/735/GCF_000177735.1_ASM17773v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","15957","SAMN17860403","PRJNA701275","GCA_017838085.1","Contig",3.89895,39.5,,"JAFKDL01",681,3746,"2021-04-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/838/085/GCA_017838085.1_ASM1783808v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/838/085/GCF_017838085.1_ASM1783808v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","A2","SAMN15915093","PRJNA659545","GCA_014531545.1","Contig",4.00304,38.9,,"JACSUB01",765,3786,"2020-09-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/531/545/GCA_014531545.1_ASM1453154v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/545/GCF_014531545.1_ASM1453154v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABBL026","SAMN04145637","PRJNA297777","GCA_001432845.1","Contig",3.93461,39.2,,"LLDG01",687,3735,"2015-11-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/432/845/GCA_001432845.1_ASM143284v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/432/845/GCF_001432845.1_ASM143284v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","LIM891","SAMN04549230","PRJNA301792","GCA_001649675.1","Contig",3.8782,39.4,,"LUUZ01",719,3566,"2016-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/649/675/GCA_001649675.1_ASM164967v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/649/675/GCF_001649675.1_ASM164967v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","A64","SAMN15915125","PRJNA659545","GCA_014530985.1","Contig",3.92864,38.9,,"JACSSZ01",771,3636,"2020-09-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/530/985/GCA_014530985.1_ASM1453098v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/530/985/GCF_014530985.1_ASM1453098v1"
"Acinetobacter baumannii LY6","Bacteria;Proteobacteria;Gammaproteobacteria","LY6","SAMN02583752","PRJNA234343","GCA_000723045.1","Contig",4.04354,38.9,,"JDTA01",731,3947,"2014-07-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/045/GCA_000723045.1_Acinetobacter_baumannii_Genome_sequencing","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/045/GCF_000723045.1_Acinetobacter_baumannii_Genome_sequencing"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","LIM994","SAMN04549231","PRJNA301792","GCA_001649835.1","Contig",3.77147,39.6,,"LUVA01",685,3527,"2016-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/649/835/GCA_001649835.1_ASM164983v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/649/835/GCF_001649835.1_ASM164983v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","LIM1820","SAMN04549229","PRJNA301792","GCA_001649815.1","Contig",3.74329,39.7,,"LUUY01",736,3498,"2016-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/649/815/GCA_001649815.1_ASM164981v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/649/815/GCF_001649815.1_ASM164981v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB558","SAMN04924800","PRJNA320195","GCA_002212145.1","Contig",3.83156,39.3,,"LXUB01",575,3571,"2017-06-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/145/GCA_002212145.1_ASM221214v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/212/145/GCF_002212145.1_ASM221214v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Abau553","SAMN07514510","PRJNA398639","GCA_014334925.1","Scaffold",4.19621,40.3,,"NRIG01",1824,4121,"2020-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/334/925/GCA_014334925.1_ASM1433492v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/334/925/GCF_014334925.1_ASM1433492v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","S9","SAMN07977778","PRJNA417158","GCA_002950855.1","Contig",3.90788,39.9,,"PUCQ01",907,3705,"2018-02-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/950/855/GCA_002950855.1_ASM295085v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/855/GCF_002950855.1_ASM295085v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB576","SAMN04924802","PRJNA320195","GCA_002212315.1","Contig",3.47494,39.6,,"LYNW01",542,3224,"2017-06-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/315/GCA_002212315.1_ASM221231v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/212/315/GCF_002212315.1_ASM221231v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","LIM1132","SAMN04549243","PRJNA301792","GCA_001649975.1","Contig",3.68707,39.6,,"LUVM01",756,3440,"2016-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/649/975/GCA_001649975.1_ASM164997v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/649/975/GCF_001649975.1_ASM164997v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","MBL_M7","SAMN06461249","PRJNA377391","GCA_002760795.1","Contig",3.94577,39,,"MWTX01",879,3760,"2017-11-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/760/795/GCA_002760795.1_ASM276079v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/760/795/GCF_002760795.1_ASM276079v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","LIM1099","SAMN04549239","PRJNA301792","GCA_001649895.1","Contig",3.9298,39.4,,"LUVI01",749,3638,"2016-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/649/895/GCA_001649895.1_ASM164989v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/649/895/GCF_001649895.1_ASM164989v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Ab122_GEIH-2010","SAMN06106562","PRJNA308422","GCA_001950295.1","Contig",3.83934,39.6,,"MSMD01",837,3667,"2017-01-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/950/295/GCA_001950295.1_ASM195029v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/950/295/GCF_001950295.1_ASM195029v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB432","SAMN04924791","PRJNA320195","GCA_002212625.1","Contig",3.86572,39.1,,"LYNP01",693,3668,"2017-06-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/625/GCA_002212625.1_ASM221262v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/212/625/GCF_002212625.1_ASM221262v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Ab161_GEIH-2000","SAMN06106564","PRJNA308422","GCA_001950285.1","Scaffold",3.8489,39.6,,"MSMB01",820,3656,"2017-01-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/950/285/GCA_001950285.1_ASM195028v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/950/285/GCF_001950285.1_ASM195028v1"
"Acinetobacter baumannii AB058","Bacteria;Proteobacteria;Gammaproteobacteria","AB058","SAMN02469415","PRJNA43429","GCA_000177715.1","Contig",3.76537,39.1,,"ADHA01",1040,3606,"2010-01-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/715/GCA_000177715.1_ASM17771v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/715/GCF_000177715.1_ASM17771v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB462","SAMN04924792","PRJNA320195","GCA_002212155.1","Contig",3.82942,39.3,,"LXUA01",782,3619,"2017-06-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/155/GCA_002212155.1_ASM221215v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/212/155/GCF_002212155.1_ASM221215v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AbS1 C0-D6-12","SAMN06246968","PRJNA362752","GCA_002154215.1","Contig",3.89714,38.9,,"MTQI01",1194,3746,"2017-05-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/154/215/GCA_002154215.1_ASM215421v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/154/215/GCF_002154215.1_ASM215421v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","C","SAMEA3724635","PRJEB12351","GCA_900031715.1","Contig",3.87812,39.1,,"FCNC01",821,3772,"2016-02-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/031/715/GCA_900031715.1_acinetobacter_baumannii_isolate_strainC","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/031/715/GCF_900031715.1_acinetobacter_baumannii_isolate_strainC"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","LIM1126","SAMN04549238","PRJNA301792","GCA_001649795.1","Contig",3.87565,39.4,,"LUVH01",775,3587,"2016-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/649/795/GCA_001649795.1_ASM164979v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/649/795/GCF_001649795.1_ASM164979v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Ab103_GEIH-2010","SAMN06106559","PRJNA308422","GCA_001949955.1","Contig",3.88345,39.6,,"MSLX01",850,3710,"2017-01-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/949/955/GCA_001949955.1_ASM194995v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/949/955/GCF_001949955.1_ASM194995v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Ab183_GEIH-2000","SAMN06106569","PRJNA308422","GCA_001950155.1","Contig",3.86906,39.5,,"MSMJ01",793,3700,"2017-01-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/950/155/GCA_001950155.1_ASM195015v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/950/155/GCF_001950155.1_ASM195015v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABBL007","SAMN04145618","PRJNA297777","GCA_001432745.1","Contig",3.79996,38.9,,"LLCN01",893,3667,"2015-11-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/432/745/GCA_001432745.1_ASM143274v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/432/745/GCF_001432745.1_ASM143274v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","MBL_M11","SAMN06461395","PRJNA377420","GCA_002760895.1","Contig",3.80216,38.9,,"MWUB01",846,3645,"2017-11-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/760/895/GCA_002760895.1_ASM276089v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/760/895/GCF_002760895.1_ASM276089v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","A46","SAMN15915124","PRJNA659545","GCA_014531025.1","Contig",4.04642,39.3,,"JACSTA01",939,3900,"2020-09-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/531/025/GCA_014531025.1_ASM1453102v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/025/GCF_014531025.1_ASM1453102v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","A11a","SAMN15915103","PRJNA659545","GCA_014531425.1","Contig",4.70012,38.9,,"JACSTU01",1201,4553,"2020-09-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/531/425/GCA_014531425.1_ASM1453142v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/425/GCF_014531425.1_ASM1453142v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","TG15452","SAMN10261599","PRJNA497581","GCA_003949195.1","Contig",4.00441,39,,"RFBR01",895,3842,"2018-12-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/949/195/GCA_003949195.1_ASM394919v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/949/195/GCF_003949195.1_ASM394919v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Ab76_GEIH-2010","SAMN06106558","PRJNA308422","GCA_001949965.1","Contig",3.86251,39.6,,"MSLY01",888,3682,"2017-01-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/949/965/GCA_001949965.1_ASM194996v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/949/965/GCF_001949965.1_ASM194996v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","895","SAMN06446011","PRJNA301792","GCA_002019005.1","Contig",3.80991,39.5,,"MWPN01",819,3487,"2017-03-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/019/005/GCA_002019005.1_ASM201900v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/019/005/GCF_002019005.1_ASM201900v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Ab158_GEIH-2000","SAMN06106563","PRJNA308422","GCA_001950065.1","Scaffold",3.8607,39.6,,"MSMC01",885,3693,"2017-01-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/950/065/GCA_001950065.1_ASM195006v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/950/065/GCF_001950065.1_ASM195006v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","MBL_M3","SAMN06459220","PRJNA377255","GCA_002760705.1","Scaffold",3.76013,39,,"MWTT01",864,3549,"2017-11-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/760/705/GCA_002760705.1_ASM276070v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/760/705/GCF_002760705.1_ASM276070v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Ab175_GEIH-2000","SAMN06106567","PRJNA308422","GCA_001950095.1","Contig",3.7443,39.7,,"MSMI01",895,3556,"2017-01-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/950/095/GCA_001950095.1_ASM195009v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/950/095/GCF_001950095.1_ASM195009v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABBL051","SAMN04145662","PRJNA297777","GCA_001433355.1","Contig",3.86666,39.3,,"LLEF01",1057,3638,"2015-11-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/433/355/GCA_001433355.1_ASM143335v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/355/GCF_001433355.1_ASM143335v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABBL035","SAMN04145646","PRJNA297777","GCA_001432965.1","Contig",3.88726,39.5,,"LLDP01",1193,3691,"2015-11-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/432/965/GCA_001432965.1_ASM143296v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/432/965/GCF_001432965.1_ASM143296v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABBL028","SAMN04145639","PRJNA297777","GCA_001433075.1","Contig",3.72853,39.5,,"LLDI01",1096,3567,"2015-11-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/433/075/GCA_001433075.1_ASM143307v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/075/GCF_001433075.1_ASM143307v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABNH1","SAMN04924807","PRJNA320195","GCA_002212385.1","Contig",3.5949,39.4,,"LYOB01",695,3329,"2017-06-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/385/GCA_002212385.1_ASM221238v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/212/385/GCF_002212385.1_ASM221238v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Ab169_GEIH-2000","SAMN06106566","PRJNA308422","GCA_001950265.1","Contig",3.65323,39.5,,"MSMF01",973,3498,"2017-01-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/950/265/GCA_001950265.1_ASM195026v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/950/265/GCF_001950265.1_ASM195026v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","MBL_M5","SAMN06459224","PRJNA377284","GCA_002760765.1","Scaffold",3.86832,39.1,,"MWTV01",1032,3690,"2017-11-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/760/765/GCA_002760765.1_ASM276076v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/760/765/GCF_002760765.1_ASM276076v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","LIM929","SAMN04549232","PRJNA301792","GCA_001649705.1","Contig",3.80096,39.6,,"LUVB01",986,3529,"2016-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/649/705/GCA_001649705.1_ASM164970v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/649/705/GCF_001649705.1_ASM164970v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","TG15464","SAMN10261606","PRJNA497581","GCA_003948575.1","Contig",3.9786,39,,"RFBK01",1045,3865,"2018-12-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/948/575/GCA_003948575.1_ASM394857v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/948/575/GCF_003948575.1_ASM394857v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABNH2","SAMN04924808","PRJNA320195","GCA_002212405.1","Contig",3.5929,39.5,,"LYOC01",766,3362,"2017-06-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/405/GCA_002212405.1_ASM221240v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/212/405/GCF_002212405.1_ASM221240v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","A78","SAMN15915134","PRJNA659545","GCA_014530825.1","Contig",3.7116,39.1,,"JACSSR01",1011,3432,"2020-09-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/530/825/GCA_014530825.1_ASM1453082v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/530/825/GCF_014530825.1_ASM1453082v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","A21","SAMN15915109","PRJNA659545","GCA_014531695.1","Contig",3.95311,39.5,,"JACSVN01",1148,3761,"2020-09-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/531/695/GCA_014531695.1_ASM1453169v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/695/GCF_014531695.1_ASM1453169v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB417","SAMN04924790","PRJNA320195","GCA_002212115.1","Contig",3.52777,39.7,,"LXTZ01",775,3254,"2017-06-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/115/GCA_002212115.1_ASM221211v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/212/115/GCF_002212115.1_ASM221211v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","A45","SAMN15915123","PRJNA659545","GCA_014531285.1","Contig",3.74184,39.1,,"JACSTB01",1055,3521,"2020-09-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/531/285/GCA_014531285.1_ASM1453128v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/531/285/GCF_014531285.1_ASM1453128v1"
